Event,Color,Style,Dress_Path,Accessory_Path
Birthday,Yellow,Retro Futurism,Birthday/Yellow/Retro Futurism/Dress/29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Birthday/Yellow/Retro Futurism/Accessories/36e19f4717895f66c05715b80cc67215.jpg
Birthday,Yellow,Retro Futurism,Birthday/Yellow/Retro Futurism/Dress/29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Birthday/Yellow/Retro Futurism/Accessories/90ea75f21889f3015274cf55a78a98d5.jpg
Birthday,Yellow,Retro Futurism,Birthday/Yellow/Retro Futurism/Dress/29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Birthday/Yellow/Retro Futurism/Accessories/98fdc3ee8dc2e571c44f91713c899db0.jpg
Birthday,Yellow,Streetwear,Birthday/Yellow/Streetwear/Dress/29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Birthday/Yellow/Streetwear/Accessories/1000015188_ed055c80-488b-4898-bf71-12024e797992-3X.png
Birthday,Yellow,Streetwear,Birthday/Yellow/Streetwear/Dress/29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Birthday/Yellow/Streetwear/Accessories/36e19f4717895f66c05715b80cc67215.jpg
Birthday,Yellow,Streetwear,Birthday/Yellow/Streetwear/Dress/29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Birthday/Yellow/Streetwear/Accessories/90ea75f21889f3015274cf55a78a98d5.jpg
Birthday,Yellow,Streetwear,Birthday/Yellow/Streetwear/Dress/29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Birthday/Yellow/Streetwear/Accessories/98fdc3ee8dc2e571c44f91713c899db0.jpg
Birthday,Yellow,Vintage Vibes,Birthday/Yellow/Vintage Vibes/Dress/29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Birthday/Yellow/Vintage Vibes/Accessories/1000015188_ed055c80-488b-4898-bf71-12024e797992-3X.png
Birthday,Yellow,Vintage Vibes,Birthday/Yellow/Vintage Vibes/Dress/29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Birthday/Yellow/Vintage Vibes/Accessories/36e19f4717895f66c05715b80cc67215.jpg
Birthday,Yellow,Vintage Vibes,Birthday/Yellow/Vintage Vibes/Dress/29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Birthday/Yellow/Vintage Vibes/Accessories/90ea75f21889f3015274cf55a78a98d5.jpg
Birthday,Yellow,Vintage Vibes,Birthday/Yellow/Vintage Vibes/Dress/29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Birthday/Yellow/Vintage Vibes/Accessories/98fdc3ee8dc2e571c44f91713c899db0.jpg
Concert,Blue,Bold and Bright,Concert/Blue/Bold and Bright/Dress/123111-ruffle-blue-wedding-dress.jpeg,Concert/Blue/Bold and Bright/Accessories/61+LanG8oRL._AC_UY1100_.jpg
Concert,Blue,Bold and Bright,Concert/Blue/Bold and Bright/Dress/123111-ruffle-blue-wedding-dress.jpeg,Concert/Blue/Bold and Bright/Accessories/61Us78ljbvL.jpg
Concert,Blue,Bold and Bright,Concert/Blue/Bold and Bright/Dress/123111-ruffle-blue-wedding-dress.jpeg,Concert/Blue/Bold and Bright/Accessories/a29f5c111b4018cfe509c3d5e7a5fc56.jpg
Concert,Blue,Casual Comfort,Concert/Blue/Casual Comfort/Dress/123111-ruffle-blue-wedding-dress.jpeg,Concert/Blue/Casual Comfort/Accessories/61+LanG8oRL._AC_UY1100_.jpg
Concert,Blue,Casual Comfort,Concert/Blue/Casual Comfort/Dress/123111-ruffle-blue-wedding-dress.jpeg,Concert/Blue/Casual Comfort/Accessories/61Us78ljbvL.jpg
Concert,Blue,Casual Comfort,Concert/Blue/Casual Comfort/Dress/123111-ruffle-blue-wedding-dress.jpeg,Concert/Blue/Casual Comfort/Accessories/a29f5c111b4018cfe509c3d5e7a5fc56.jpg
Concert,Blue,Eco-Friendly Fashionista,Concert/Blue/Eco-Friendly Fashionista/Dress/123111-ruffle-blue-wedding-dress.jpeg,Concert/Blue/Eco-Friendly Fashionista/Accessories/61+LanG8oRL._AC_UY1100_.jpg
Concert,Blue,Eco-Friendly Fashionista,Concert/Blue/Eco-Friendly Fashionista/Dress/123111-ruffle-blue-wedding-dress.jpeg,Concert/Blue/Eco-Friendly Fashionista/Accessories/61Us78ljbvL.jpg
Concert,Blue,Eco-Friendly Fashionista,Concert/Blue/Eco-Friendly Fashionista/Dress/123111-ruffle-blue-wedding-dress.jpeg,Concert/Blue/Eco-Friendly Fashionista/Accessories/a29f5c111b4018cfe509c3d5e7a5fc56.jpg
Concert,Blue,Minimalist Maven,Concert/Blue/Minimalist Maven/Dress/123111-ruffle-blue-wedding-dress.jpeg,Concert/Blue/Minimalist Maven/Accessories/61+LanG8oRL._AC_UY1100_.jpg
Concert,Blue,Minimalist Maven,Concert/Blue/Minimalist Maven/Dress/123111-ruffle-blue-wedding-dress.jpeg,Concert/Blue/Minimalist Maven/Accessories/61Us78ljbvL.jpg
Concert,Blue,Minimalist Maven,Concert/Blue/Minimalist Maven/Dress/123111-ruffle-blue-wedding-dress.jpeg,Concert/Blue/Minimalist Maven/Accessories/a29f5c111b4018cfe509c3d5e7a5fc56.jpg
Concert,Blue,Retro Futurism,Concert/Blue/Retro Futurism/Dress/123111-ruffle-blue-wedding-dress.jpeg,Concert/Blue/Retro Futurism/Accessories/61+LanG8oRL._AC_UY1100_.jpg
Concert,Blue,Retro Futurism,Concert/Blue/Retro Futurism/Dress/123111-ruffle-blue-wedding-dress.jpeg,Concert/Blue/Retro Futurism/Accessories/61Us78ljbvL.jpg
Concert,Blue,Retro Futurism,Concert/Blue/Retro Futurism/Dress/123111-ruffle-blue-wedding-dress.jpeg,Concert/Blue/Retro Futurism/Accessories/a29f5c111b4018cfe509c3d5e7a5fc56.jpg
Concert,Blue,Streetwear,Concert/Blue/Streetwear/Dress/123111-ruffle-blue-wedding-dress.jpeg,Concert/Blue/Streetwear/Accessories/61+LanG8oRL._AC_UY1100_.jpg
Concert,Blue,Streetwear,Concert/Blue/Streetwear/Dress/123111-ruffle-blue-wedding-dress.jpeg,Concert/Blue/Streetwear/Accessories/61Us78ljbvL.jpg
Concert,Blue,Streetwear,Concert/Blue/Streetwear/Dress/123111-ruffle-blue-wedding-dress.jpeg,Concert/Blue/Streetwear/Accessories/a29f5c111b4018cfe509c3d5e7a5fc56.jpg
Concert,Blue,Vintage Vibes,Concert/Blue/Vintage Vibes/Dress/123111-ruffle-blue-wedding-dress.jpeg,Concert/Blue/Vintage Vibes/Accessories/61+LanG8oRL._AC_UY1100_.jpg
Concert,Blue,Vintage Vibes,Concert/Blue/Vintage Vibes/Dress/123111-ruffle-blue-wedding-dress.jpeg,Concert/Blue/Vintage Vibes/Accessories/61Us78ljbvL.jpg
Concert,Blue,Vintage Vibes,Concert/Blue/Vintage Vibes/Dress/123111-ruffle-blue-wedding-dress.jpeg,Concert/Blue/Vintage Vibes/Accessories/a29f5c111b4018cfe509c3d5e7a5fc56.jpg
Concert,Green,Bold and Bright,Concert/Green/Bold and Bright/Dress/Etsy-ethical-wedding-dress.png,Concert/Green/Bold and Bright/Accessories/410QAa3yZaL._AC_UY1100_.jpg
Concert,Green,Bold and Bright,Concert/Green/Bold and Bright/Dress/Etsy-ethical-wedding-dress.png,Concert/Green/Bold and Bright/Accessories/b1590c23bcc0494850e8093a8d5c9e92.jpg
Concert,Green,Bold and Bright,Concert/Green/Bold and Bright/Dress/Etsy-ethical-wedding-dress.png,Concert/Green/Bold and Bright/Accessories/png-transparent-sandal-shoe-high-heeled-footwear-green-leather-sandals-leather-fashion-outdoor-shoe.png
Concert,Green,Casual Comfort,Concert/Green/Casual Comfort/Dress/Etsy-ethical-wedding-dress.png,Concert/Green/Casual Comfort/Accessories/410QAa3yZaL._AC_UY1100_.jpg
Concert,Green,Casual Comfort,Concert/Green/Casual Comfort/Dress/Etsy-ethical-wedding-dress.png,Concert/Green/Casual Comfort/Accessories/b1590c23bcc0494850e8093a8d5c9e92.jpg
Concert,Green,Casual Comfort,Concert/Green/Casual Comfort/Dress/Etsy-ethical-wedding-dress.png,Concert/Green/Casual Comfort/Accessories/png-transparent-sandal-shoe-high-heeled-footwear-green-leather-sandals-leather-fashion-outdoor-shoe.png
Concert,Green,Eco-Friendly Fashionista,Concert/Green/Eco-Friendly Fashionista/Dress/Etsy-ethical-wedding-dress.png,Concert/Green/Eco-Friendly Fashionista/Accessories/410QAa3yZaL._AC_UY1100_.jpg
Concert,Green,Eco-Friendly Fashionista,Concert/Green/Eco-Friendly Fashionista/Dress/Etsy-ethical-wedding-dress.png,Concert/Green/Eco-Friendly Fashionista/Accessories/b1590c23bcc0494850e8093a8d5c9e92.jpg
Concert,Green,Eco-Friendly Fashionista,Concert/Green/Eco-Friendly Fashionista/Dress/Etsy-ethical-wedding-dress.png,Concert/Green/Eco-Friendly Fashionista/Accessories/png-transparent-sandal-shoe-high-heeled-footwear-green-leather-sandals-leather-fashion-outdoor-shoe.png
Concert,Green,Minimalist Maven,Concert/Green/Minimalist Maven/Dress/Etsy-ethical-wedding-dress.png,Concert/Green/Minimalist Maven/Accessories/410QAa3yZaL._AC_UY1100_.jpg
Concert,Green,Minimalist Maven,Concert/Green/Minimalist Maven/Dress/Etsy-ethical-wedding-dress.png,Concert/Green/Minimalist Maven/Accessories/b1590c23bcc0494850e8093a8d5c9e92.jpg
Concert,Green,Minimalist Maven,Concert/Green/Minimalist Maven/Dress/Etsy-ethical-wedding-dress.png,Concert/Green/Minimalist Maven/Accessories/png-transparent-sandal-shoe-high-heeled-footwear-green-leather-sandals-leather-fashion-outdoor-shoe.png
Concert,Green,Retro Futurism,Concert/Green/Retro Futurism/Dress/Etsy-ethical-wedding-dress.png,Concert/Green/Retro Futurism/Accessories/410QAa3yZaL._AC_UY1100_.jpg
Concert,Green,Retro Futurism,Concert/Green/Retro Futurism/Dress/Etsy-ethical-wedding-dress.png,Concert/Green/Retro Futurism/Accessories/b1590c23bcc0494850e8093a8d5c9e92.jpg
Concert,Green,Retro Futurism,Concert/Green/Retro Futurism/Dress/Etsy-ethical-wedding-dress.png,Concert/Green/Retro Futurism/Accessories/png-transparent-sandal-shoe-high-heeled-footwear-green-leather-sandals-leather-fashion-outdoor-shoe.png
Concert,Green,Streetwear,Concert/Green/Streetwear/Dress/Etsy-ethical-wedding-dress.png,Concert/Green/Streetwear/Accessories/410QAa3yZaL._AC_UY1100_.jpg
Concert,Green,Streetwear,Concert/Green/Streetwear/Dress/Etsy-ethical-wedding-dress.png,Concert/Green/Streetwear/Accessories/b1590c23bcc0494850e8093a8d5c9e92.jpg
Concert,Green,Streetwear,Concert/Green/Streetwear/Dress/Etsy-ethical-wedding-dress.png,Concert/Green/Streetwear/Accessories/png-transparent-sandal-shoe-high-heeled-footwear-green-leather-sandals-leather-fashion-outdoor-shoe.png
Concert,Green,Vintage Vibes,Concert/Green/Vintage Vibes/Dress/Etsy-ethical-wedding-dress.png,Concert/Green/Vintage Vibes/Accessories/410QAa3yZaL._AC_UY1100_.jpg
Concert,Green,Vintage Vibes,Concert/Green/Vintage Vibes/Dress/Etsy-ethical-wedding-dress.png,Concert/Green/Vintage Vibes/Accessories/b1590c23bcc0494850e8093a8d5c9e92.jpg
Concert,Green,Vintage Vibes,Concert/Green/Vintage Vibes/Dress/Etsy-ethical-wedding-dress.png,Concert/Green/Vintage Vibes/Accessories/png-transparent-sandal-shoe-high-heeled-footwear-green-leather-sandals-leather-fashion-outdoor-shoe.png
Concert,Orange,Bold and Bright,Concert/Orange/Bold and Bright/Dress/Sustainably+Chic+_+Best+Sustainable+Fashion+Blogs+_+Sustainable+Eco+Friendly+Ethical+Wedding+Dresses+_+Leanne+Marshall.jpg,"Concert/Orange/Bold and Bright/Accessories/41QKBnrPwkL._SR600,315_PIWhiteStrip,BottomLeft,0,35_SCLZZZZZZZ_FMpng_BG255,255,255.png"
Concert,Orange,Bold and Bright,Concert/Orange/Bold and Bright/Dress/Sustainably+Chic+_+Best+Sustainable+Fashion+Blogs+_+Sustainable+Eco+Friendly+Ethical+Wedding+Dresses+_+Leanne+Marshall.jpg,Concert/Orange/Bold and Bright/Accessories/710XWpEzxML._AC_UY1000_.jpg
Concert,Orange,Bold and Bright,Concert/Orange/Bold and Bright/Dress/Sustainably+Chic+_+Best+Sustainable+Fashion+Blogs+_+Sustainable+Eco+Friendly+Ethical+Wedding+Dresses+_+Leanne+Marshall.jpg,Concert/Orange/Bold and Bright/Accessories/bagorange.jpg
Concert,Orange,Bold and Bright,Concert/Orange/Bold and Bright/Dress/Sustainably+Chic+_+Best+Sustainable+Fashion+Blogs+_+Sustainable+Eco+Friendly+Ethical+Wedding+Dresses+_+Leanne+Marshall.jpg,Concert/Orange/Bold and Bright/Accessories/pngtree-vintage-brown-sunglasses-png-image_4458110.png
Concert,Orange,Casual Comfort,Concert/Orange/Casual Comfort/Dress/Sustainably+Chic+_+Best+Sustainable+Fashion+Blogs+_+Sustainable+Eco+Friendly+Ethical+Wedding+Dresses+_+Leanne+Marshall.jpg,"Concert/Orange/Casual Comfort/Accessories/41QKBnrPwkL._SR600,315_PIWhiteStrip,BottomLeft,0,35_SCLZZZZZZZ_FMpng_BG255,255,255.png"
Concert,Orange,Casual Comfort,Concert/Orange/Casual Comfort/Dress/Sustainably+Chic+_+Best+Sustainable+Fashion+Blogs+_+Sustainable+Eco+Friendly+Ethical+Wedding+Dresses+_+Leanne+Marshall.jpg,Concert/Orange/Casual Comfort/Accessories/710XWpEzxML._AC_UY1000_.jpg
Concert,Orange,Casual Comfort,Concert/Orange/Casual Comfort/Dress/Sustainably+Chic+_+Best+Sustainable+Fashion+Blogs+_+Sustainable+Eco+Friendly+Ethical+Wedding+Dresses+_+Leanne+Marshall.jpg,Concert/Orange/Casual Comfort/Accessories/bagorange.jpg
Concert,Orange,Casual Comfort,Concert/Orange/Casual Comfort/Dress/Sustainably+Chic+_+Best+Sustainable+Fashion+Blogs+_+Sustainable+Eco+Friendly+Ethical+Wedding+Dresses+_+Leanne+Marshall.jpg,Concert/Orange/Casual Comfort/Accessories/pngtree-vintage-brown-sunglasses-png-image_4458110.png
Concert,Orange,Eco-Friendly Fashionista,Concert/Orange/Eco-Friendly Fashionista/Dress/Sustainably+Chic+_+Best+Sustainable+Fashion+Blogs+_+Sustainable+Eco+Friendly+Ethical+Wedding+Dresses+_+Leanne+Marshall.jpg,"Concert/Orange/Eco-Friendly Fashionista/Accessories/41QKBnrPwkL._SR600,315_PIWhiteStrip,BottomLeft,0,35_SCLZZZZZZZ_FMpng_BG255,255,255.png"
Concert,Orange,Eco-Friendly Fashionista,Concert/Orange/Eco-Friendly Fashionista/Dress/Sustainably+Chic+_+Best+Sustainable+Fashion+Blogs+_+Sustainable+Eco+Friendly+Ethical+Wedding+Dresses+_+Leanne+Marshall.jpg,Concert/Orange/Eco-Friendly Fashionista/Accessories/710XWpEzxML._AC_UY1000_.jpg
Concert,Orange,Eco-Friendly Fashionista,Concert/Orange/Eco-Friendly Fashionista/Dress/Sustainably+Chic+_+Best+Sustainable+Fashion+Blogs+_+Sustainable+Eco+Friendly+Ethical+Wedding+Dresses+_+Leanne+Marshall.jpg,Concert/Orange/Eco-Friendly Fashionista/Accessories/bagorange.jpg
Concert,Orange,Eco-Friendly Fashionista,Concert/Orange/Eco-Friendly Fashionista/Dress/Sustainably+Chic+_+Best+Sustainable+Fashion+Blogs+_+Sustainable+Eco+Friendly+Ethical+Wedding+Dresses+_+Leanne+Marshall.jpg,Concert/Orange/Eco-Friendly Fashionista/Accessories/pngtree-vintage-brown-sunglasses-png-image_4458110.png
Concert,Orange,Minimalist Maven,Concert/Orange/Minimalist Maven/Dress/Sustainably+Chic+_+Best+Sustainable+Fashion+Blogs+_+Sustainable+Eco+Friendly+Ethical+Wedding+Dresses+_+Leanne+Marshall.jpg,"Concert/Orange/Minimalist Maven/Accessories/41QKBnrPwkL._SR600,315_PIWhiteStrip,BottomLeft,0,35_SCLZZZZZZZ_FMpng_BG255,255,255.png"
Concert,Orange,Minimalist Maven,Concert/Orange/Minimalist Maven/Dress/Sustainably+Chic+_+Best+Sustainable+Fashion+Blogs+_+Sustainable+Eco+Friendly+Ethical+Wedding+Dresses+_+Leanne+Marshall.jpg,Concert/Orange/Minimalist Maven/Accessories/710XWpEzxML._AC_UY1000_.jpg
Concert,Orange,Minimalist Maven,Concert/Orange/Minimalist Maven/Dress/Sustainably+Chic+_+Best+Sustainable+Fashion+Blogs+_+Sustainable+Eco+Friendly+Ethical+Wedding+Dresses+_+Leanne+Marshall.jpg,Concert/Orange/Minimalist Maven/Accessories/bagorange.jpg
Concert,Orange,Minimalist Maven,Concert/Orange/Minimalist Maven/Dress/Sustainably+Chic+_+Best+Sustainable+Fashion+Blogs+_+Sustainable+Eco+Friendly+Ethical+Wedding+Dresses+_+Leanne+Marshall.jpg,Concert/Orange/Minimalist Maven/Accessories/pngtree-vintage-brown-sunglasses-png-image_4458110.png
Concert,Orange,Retro Futurism,Concert/Orange/Retro Futurism/Dress/Sustainably+Chic+_+Best+Sustainable+Fashion+Blogs+_+Sustainable+Eco+Friendly+Ethical+Wedding+Dresses+_+Leanne+Marshall.jpg,"Concert/Orange/Retro Futurism/Accessories/41QKBnrPwkL._SR600,315_PIWhiteStrip,BottomLeft,0,35_SCLZZZZZZZ_FMpng_BG255,255,255.png"
Concert,Orange,Retro Futurism,Concert/Orange/Retro Futurism/Dress/Sustainably+Chic+_+Best+Sustainable+Fashion+Blogs+_+Sustainable+Eco+Friendly+Ethical+Wedding+Dresses+_+Leanne+Marshall.jpg,Concert/Orange/Retro Futurism/Accessories/710XWpEzxML._AC_UY1000_.jpg
Concert,Orange,Retro Futurism,Concert/Orange/Retro Futurism/Dress/Sustainably+Chic+_+Best+Sustainable+Fashion+Blogs+_+Sustainable+Eco+Friendly+Ethical+Wedding+Dresses+_+Leanne+Marshall.jpg,Concert/Orange/Retro Futurism/Accessories/bagorange.jpg
Concert,Orange,Retro Futurism,Concert/Orange/Retro Futurism/Dress/Sustainably+Chic+_+Best+Sustainable+Fashion+Blogs+_+Sustainable+Eco+Friendly+Ethical+Wedding+Dresses+_+Leanne+Marshall.jpg,Concert/Orange/Retro Futurism/Accessories/pngtree-vintage-brown-sunglasses-png-image_4458110.png
Concert,Orange,Streetwear,Concert/Orange/Streetwear/Dress/Sustainably+Chic+_+Best+Sustainable+Fashion+Blogs+_+Sustainable+Eco+Friendly+Ethical+Wedding+Dresses+_+Leanne+Marshall.jpg,"Concert/Orange/Streetwear/Accessories/41QKBnrPwkL._SR600,315_PIWhiteStrip,BottomLeft,0,35_SCLZZZZZZZ_FMpng_BG255,255,255.png"
Concert,Orange,Streetwear,Concert/Orange/Streetwear/Dress/Sustainably+Chic+_+Best+Sustainable+Fashion+Blogs+_+Sustainable+Eco+Friendly+Ethical+Wedding+Dresses+_+Leanne+Marshall.jpg,Concert/Orange/Streetwear/Accessories/710XWpEzxML._AC_UY1000_.jpg
Concert,Orange,Streetwear,Concert/Orange/Streetwear/Dress/Sustainably+Chic+_+Best+Sustainable+Fashion+Blogs+_+Sustainable+Eco+Friendly+Ethical+Wedding+Dresses+_+Leanne+Marshall.jpg,Concert/Orange/Streetwear/Accessories/bagorange.jpg
Concert,Orange,Streetwear,Concert/Orange/Streetwear/Dress/Sustainably+Chic+_+Best+Sustainable+Fashion+Blogs+_+Sustainable+Eco+Friendly+Ethical+Wedding+Dresses+_+Leanne+Marshall.jpg,Concert/Orange/Streetwear/Accessories/pngtree-vintage-brown-sunglasses-png-image_4458110.png
Concert,Orange,Vintage Vibes,Concert/Orange/Vintage Vibes/Dress/Sustainably+Chic+_+Best+Sustainable+Fashion+Blogs+_+Sustainable+Eco+Friendly+Ethical+Wedding+Dresses+_+Leanne+Marshall.jpg,"Concert/Orange/Vintage Vibes/Accessories/41QKBnrPwkL._SR600,315_PIWhiteStrip,BottomLeft,0,35_SCLZZZZZZZ_FMpng_BG255,255,255.png"
Concert,Orange,Vintage Vibes,Concert/Orange/Vintage Vibes/Dress/Sustainably+Chic+_+Best+Sustainable+Fashion+Blogs+_+Sustainable+Eco+Friendly+Ethical+Wedding+Dresses+_+Leanne+Marshall.jpg,Concert/Orange/Vintage Vibes/Accessories/710XWpEzxML._AC_UY1000_.jpg
Concert,Orange,Vintage Vibes,Concert/Orange/Vintage Vibes/Dress/Sustainably+Chic+_+Best+Sustainable+Fashion+Blogs+_+Sustainable+Eco+Friendly+Ethical+Wedding+Dresses+_+Leanne+Marshall.jpg,Concert/Orange/Vintage Vibes/Accessories/bagorange.jpg
Concert,Orange,Vintage Vibes,Concert/Orange/Vintage Vibes/Dress/Sustainably+Chic+_+Best+Sustainable+Fashion+Blogs+_+Sustainable+Eco+Friendly+Ethical+Wedding+Dresses+_+Leanne+Marshall.jpg,Concert/Orange/Vintage Vibes/Accessories/pngtree-vintage-brown-sunglasses-png-image_4458110.png
Concert,Purple,Bold and Bright,Concert/Purple/Bold and Bright/Dress/11.jpg,Concert/Purple/Bold and Bright/Accessories/656b1570f0645e5a551e8cc3-brilove-women-39-s-wedding-jewelry.jpg
Concert,Purple,Bold and Bright,Concert/Purple/Bold and Bright/Dress/11.jpg,Concert/Purple/Bold and Bright/Accessories/png-transparent-handbag-wedding-dress-evening-gown-leather-handbags-purple-violet-fashion-thumbnail.png
Concert,Purple,Bold and Bright,Concert/Purple/Bold and Bright/Dress/11.jpg,Concert/Purple/Bold and Bright/Accessories/purple-wedding-shoes-CBYFET.jpg
Concert,Purple,Casual Comfort,Concert/Purple/Casual Comfort/Dress/11.jpg,Concert/Purple/Casual Comfort/Accessories/656b1570f0645e5a551e8cc3-brilove-women-39-s-wedding-jewelry.jpg
Concert,Purple,Casual Comfort,Concert/Purple/Casual Comfort/Dress/11.jpg,Concert/Purple/Casual Comfort/Accessories/png-transparent-handbag-wedding-dress-evening-gown-leather-handbags-purple-violet-fashion-thumbnail.png
Concert,Purple,Casual Comfort,Concert/Purple/Casual Comfort/Dress/11.jpg,Concert/Purple/Casual Comfort/Accessories/purple-wedding-shoes-CBYFET.jpg
Concert,Purple,Eco-Friendly Fashionista,Concert/Purple/Eco-Friendly Fashionista/Dress/11.jpg,Concert/Purple/Eco-Friendly Fashionista/Accessories/656b1570f0645e5a551e8cc3-brilove-women-39-s-wedding-jewelry.jpg
Concert,Purple,Eco-Friendly Fashionista,Concert/Purple/Eco-Friendly Fashionista/Dress/11.jpg,Concert/Purple/Eco-Friendly Fashionista/Accessories/png-transparent-handbag-wedding-dress-evening-gown-leather-handbags-purple-violet-fashion-thumbnail.png
Concert,Purple,Eco-Friendly Fashionista,Concert/Purple/Eco-Friendly Fashionista/Dress/11.jpg,Concert/Purple/Eco-Friendly Fashionista/Accessories/purple-wedding-shoes-CBYFET.jpg
Concert,Purple,Minimalist Maven,Concert/Purple/Minimalist Maven/Dress/11.jpg,Concert/Purple/Minimalist Maven/Accessories/656b1570f0645e5a551e8cc3-brilove-women-39-s-wedding-jewelry.jpg
Concert,Purple,Minimalist Maven,Concert/Purple/Minimalist Maven/Dress/11.jpg,Concert/Purple/Minimalist Maven/Accessories/png-transparent-handbag-wedding-dress-evening-gown-leather-handbags-purple-violet-fashion-thumbnail.png
Concert,Purple,Minimalist Maven,Concert/Purple/Minimalist Maven/Dress/11.jpg,Concert/Purple/Minimalist Maven/Accessories/purple-wedding-shoes-CBYFET.jpg
Concert,Purple,Retro Futurism,Concert/Purple/Retro Futurism/Dress/11.jpg,Concert/Purple/Retro Futurism/Accessories/656b1570f0645e5a551e8cc3-brilove-women-39-s-wedding-jewelry.jpg
Concert,Purple,Retro Futurism,Concert/Purple/Retro Futurism/Dress/11.jpg,Concert/Purple/Retro Futurism/Accessories/png-transparent-handbag-wedding-dress-evening-gown-leather-handbags-purple-violet-fashion-thumbnail.png
Concert,Purple,Retro Futurism,Concert/Purple/Retro Futurism/Dress/11.jpg,Concert/Purple/Retro Futurism/Accessories/purple-wedding-shoes-CBYFET.jpg
Concert,Purple,Streetwear,Concert/Purple/Streetwear/Dress/11.jpg,Concert/Purple/Streetwear/Accessories/656b1570f0645e5a551e8cc3-brilove-women-39-s-wedding-jewelry.jpg
Concert,Purple,Streetwear,Concert/Purple/Streetwear/Dress/11.jpg,Concert/Purple/Streetwear/Accessories/png-transparent-handbag-wedding-dress-evening-gown-leather-handbags-purple-violet-fashion-thumbnail.png
Concert,Purple,Streetwear,Concert/Purple/Streetwear/Dress/11.jpg,Concert/Purple/Streetwear/Accessories/purple-wedding-shoes-CBYFET.jpg
Concert,Purple,Vintage Vibes,Concert/Purple/Vintage Vibes/Dress/11.jpg,Concert/Purple/Vintage Vibes/Accessories/656b1570f0645e5a551e8cc3-brilove-women-39-s-wedding-jewelry.jpg
Concert,Purple,Vintage Vibes,Concert/Purple/Vintage Vibes/Dress/11.jpg,Concert/Purple/Vintage Vibes/Accessories/png-transparent-handbag-wedding-dress-evening-gown-leather-handbags-purple-violet-fashion-thumbnail.png
Concert,Purple,Vintage Vibes,Concert/Purple/Vintage Vibes/Dress/11.jpg,Concert/Purple/Vintage Vibes/Accessories/purple-wedding-shoes-CBYFET.jpg
Concert,Yellow,Bold and Bright,Concert/Yellow/Bold and Bright/Dress/29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Concert/Yellow/Bold and Bright/Accessories/1000015188_ed055c80-488b-4898-bf71-12024e797992-3X.png
Concert,Yellow,Bold and Bright,Concert/Yellow/Bold and Bright/Dress/29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Concert/Yellow/Bold and Bright/Accessories/36e19f4717895f66c05715b80cc67215.jpg
Concert,Yellow,Bold and Bright,Concert/Yellow/Bold and Bright/Dress/29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Concert/Yellow/Bold and Bright/Accessories/90ea75f21889f3015274cf55a78a98d5.jpg
Concert,Yellow,Bold and Bright,Concert/Yellow/Bold and Bright/Dress/29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Concert/Yellow/Bold and Bright/Accessories/98fdc3ee8dc2e571c44f91713c899db0.jpg
Concert,Yellow,Casual Comfort,Concert/Yellow/Casual Comfort/Dress/29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Concert/Yellow/Casual Comfort/Accessories/1000015188_ed055c80-488b-4898-bf71-12024e797992-3X.png
Concert,Yellow,Casual Comfort,Concert/Yellow/Casual Comfort/Dress/29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Concert/Yellow/Casual Comfort/Accessories/36e19f4717895f66c05715b80cc67215.jpg
Concert,Yellow,Casual Comfort,Concert/Yellow/Casual Comfort/Dress/29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Concert/Yellow/Casual Comfort/Accessories/90ea75f21889f3015274cf55a78a98d5.jpg
Concert,Yellow,Casual Comfort,Concert/Yellow/Casual Comfort/Dress/29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Concert/Yellow/Casual Comfort/Accessories/98fdc3ee8dc2e571c44f91713c899db0.jpg
Concert,Yellow,Eco-Friendly Fashionista,Concert/Yellow/Eco-Friendly Fashionista/Dress/29-Ethical-colour-wedding-dresses-Sanyukta-Shrestha-scaled.jpg,Concert/Yellow/Eco-Friendly Fashionista/Accessories/1000015188_ed055c80-488b-4898-bf71-12024e797992-3X.png
